id,sede_id,numero_sala,n_butacas
SL0000931,S00000126,5,50
SL0000932,S00000126,6,35
SL0000933,S00000126,7,45
SL0000934,S00000126,8,30
SL0000935,S00000127,1,45
SL0000936,S00000127,2,30
SL0000937,S00000127,3,35
SL0000938,S00000127,4,20
SL0000939,S00000127,5,50
SL0000940,S00000127,6,35
SL0000941,S00000127,7,50
SL0000942,S00000127,8,35
SL0000943,S00000127,9,35
SL0000944,S00000127,10,35
SL0000945,S00000128,1,50
SL0000946,S00000128,2,45
SL0000947,S00000128,3,20
SL0000948,S00000128,4,45
SL0000949,S00000128,5,45
SL0000950,S00000128,6,35
SL0000951,S00000128,7,35
SL0000952,S00000128,8,35
SL0000953,S00000128,9,45
SL0000954,S00000128,10,50
SL0000955,S00000129,1,35
SL0000956,S00000129,2,45
SL0000957,S00000129,3,35
SL0000958,S00000129,4,35
SL0000959,S00000129,5,35
SL0000960,S00000130,1,20
SL0000961,S00000130,2,50
SL0000962,S00000130,3,35
SL0000963,S00000130,4,30
SL0000964,S00000130,5,45
SL0000965,S00000130,6,35
SL0000966,S00000130,7,50
SL0000967,S00000130,8,50
SL0000968,S00000130,9,45
SL0000969,S00000130,10,20
SL0000970,S00000131,1,35
SL0000971,S00000131,2,20
SL0000972,S00000131,3,50
SL0000973,S00000131,4,35
SL0000974,S00000131,5,50
SL0000975,S00000131,6,30
SL0000976,S00000131,7,35
SL0000977,S00000131,8,30
SL0000978,S00000132,1,45
SL0000979,S00000132,2,35
SL0000980,S00000132,3,45
SL0000981,S00000132,4,30
SL0000982,S00000132,5,20
SL0000983,S00000133,1,50
SL0000984,S00000133,2,20
SL0000985,S00000133,3,45
SL0000986,S00000133,4,50
SL0000987,S00000133,5,20
SL0000988,S00000133,6,35
SL0000989,S00000133,7,45
SL0000990,S00000133,8,45
SL0000991,S00000134,1,35
SL0000992,S00000134,2,50
SL0000993,S00000134,3,20
SL0000994,S00000134,4,30
SL0000995,S00000134,5,35
SL0000996,S00000135,1,35
SL0000997,S00000135,2,20
SL0000998,S00000135,3,45
SL0000999,S00000135,4,35
SL0001000,S00000135,5,20
SL0001001,S00000136,1,20
SL0001002,S00000136,2,45
SL0001003,S00000136,3,30
SL0001004,S00000136,4,45
SL0001005,S00000136,5,45
SL0001006,S00000136,6,50
SL0001007,S00000136,7,20
SL0001008,S00000136,8,20
SL0001009,S00000136,9,30
SL0001010,S00000136,10,35
SL0001011,S00000137,1,20
SL0001012,S00000137,2,35
SL0001013,S00000137,3,20
SL0001014,S00000137,4,50
SL0001015,S00000137,5,45
SL0001016,S00000137,6,20
SL0001017,S00000137,7,20
SL0001018,S00000137,8,45
SL0001019,S00000137,9,45
SL0001020,S00000137,10,50
SL0001021,S00000138,1,30
SL0001022,S00000138,2,30
SL0001023,S00000138,3,45
SL0001024,S00000138,4,35
SL0001025,S00000138,5,30
SL0001026,S00000138,6,35
SL0001027,S00000138,7,45
SL0001028,S00000138,8,20
SL0001029,S00000139,1,50
SL0001030,S00000139,2,30
SL0001031,S00000139,3,30
SL0001032,S00000139,4,45
SL0001033,S00000139,5,20
SL0001034,S00000139,6,20
SL0001035,S00000139,7,35
SL0001036,S00000139,8,45
SL0001037,S00000139,9,20
SL0001038,S00000139,10,35
SL0001039,S00000140,1,50
SL0001040,S00000140,2,50
SL0001041,S00000140,3,30
SL0001042,S00000140,4,45
SL0001043,S00000140,5,50
SL0001044,S00000140,6,50
SL0001045,S00000140,7,50
SL0001046,S00000140,8,35
SL0001047,S00000141,1,20
SL0001048,S00000141,2,20
SL0001049,S00000141,3,20
SL0001050,S00000141,4,50
SL0001051,S00000141,5,20
SL0001052,S00000141,6,30
SL0001053,S00000141,7,45
SL0001054,S00000141,8,30
SL0001055,S00000142,1,50
SL0001056,S00000142,2,50
SL0001057,S00000142,3,20
SL0001058,S00000142,4,35
SL0001059,S00000142,5,35
SL0001060,S00000143,1,50
SL0001061,S00000143,2,20
SL0001062,S00000143,3,45
SL0001063,S00000143,4,45
SL0001064,S00000143,5,20
SL0001065,S00000143,6,45
SL0001066,S00000143,7,45
SL0001067,S00000143,8,50
SL0001068,S00000143,9,45
SL0001069,S00000143,10,50
SL0001070,S00000144,1,20
SL0001071,S00000144,2,50
SL0001072,S00000144,3,20
SL0001073,S00000144,4,45
SL0001074,S00000144,5,30
SL0001075,S00000145,1,30
SL0001076,S00000145,2,50
SL0001077,S00000145,3,45
SL0001078,S00000145,4,45
SL0001079,S00000145,5,45
SL0001080,S00000145,6,35
SL0001081,S00000145,7,50
SL0001082,S00000145,8,45
SL0001083,S00000146,1,50
SL0001084,S00000146,2,35
SL0001085,S00000146,3,30
SL0001086,S00000146,4,30
SL0001087,S00000146,5,45
SL0001088,S00000147,1,45
SL0001089,S00000147,2,30
SL0001090,S00000147,3,50
SL0001091,S00000147,4,20
SL0001092,S00000147,5,35
SL0001093,S00000147,6,20
SL0001094,S00000147,7,50
SL0001095,S00000147,8,50
SL0001096,S00000147,9,50
SL0001097,S00000147,10,45
SL0001098,S00000148,1,20
SL0001099,S00000148,2,20
SL0001100,S00000148,3,35
SL0001101,S00000148,4,20
SL0001102,S00000148,5,20
SL0001103,S00000148,6,45
SL0001104,S00000148,7,30
SL0001105,S00000148,8,45
SL0001106,S00000149,1,35
SL0001107,S00000149,2,20
SL0001108,S00000149,3,30
SL0001109,S00000149,4,30
SL0001110,S00000149,5,35
SL0001111,S00000150,1,20
SL0001112,S00000150,2,30
SL0001113,S00000150,3,50
SL0001114,S00000150,4,45
SL0001115,S00000150,5,35
SL0001116,S00000150,6,50
SL0001117,S00000150,7,50
SL0001118,S00000150,8,50
SL0001119,S00000150,9,35
SL0001120,S00000150,10,30
SL0001121,S00000151,1,35
SL0001122,S00000151,2,50
SL0001123,S00000151,3,50
SL0001124,S00000151,4,50
SL0001125,S00000151,5,30
SL0001126,S00000151,6,50
SL0001127,S00000151,7,45
SL0001128,S00000151,8,30
SL0001129,S00000151,9,20
SL0001130,S00000151,10,50
SL0001131,S00000152,1,30
SL0001132,S00000152,2,35
SL0001133,S00000152,3,35
SL0001134,S00000152,4,30
SL0001135,S00000152,5,50
SL0001136,S00000153,1,20
SL0001137,S00000153,2,30
SL0001138,S00000153,3,50
SL0001139,S00000153,4,45
SL0001140,S00000153,5,35
SL0001141,S00000153,6,30
SL0001142,S00000153,7,30
SL0001143,S00000153,8,30
SL0001144,S00000153,9,20
SL0001145,S00000153,10,35
SL0001146,S00000154,1,35
SL0001147,S00000154,2,50
SL0001148,S00000154,3,35
SL0001149,S00000154,4,35
SL0001150,S00000154,5,45
SL0001151,S00000155,1,20
SL0001152,S00000155,2,35
SL0001153,S00000155,3,35
SL0001154,S00000155,4,20
SL0001155,S00000155,5,35
SL0001156,S00000155,6,45
SL0001157,S00000155,7,50
SL0001158,S00000155,8,30
SL0001159,S00000155,9,35
SL0001160,S00000155,10,20
SL0001161,S00000156,1,50
SL0001162,S00000156,2,35
SL0001163,S00000156,3,50
SL0001164,S00000156,4,35
SL0001165,S00000156,5,35
SL0001166,S00000156,6,50
SL0001167,S00000156,7,45
SL0001168,S00000156,8,50
SL0001169,S00000157,1,35
SL0001170,S00000157,2,30
SL0001171,S00000157,3,50
SL0001172,S00000157,4,45
SL0001173,S00000157,5,35
SL0001174,S00000157,6,35
SL0001175,S00000157,7,20
SL0001176,S00000157,8,20
SL0001177,S00000158,1,45
SL0001178,S00000158,2,20
SL0001179,S00000158,3,20
SL0001180,S00000158,4,50
SL0001181,S00000158,5,30
SL0001182,S00000158,6,20
SL0001183,S00000158,7,20
SL0001184,S00000158,8,35
SL0001185,S00000159,1,50
SL0001186,S00000159,2,20
SL0001187,S00000159,3,20
SL0001188,S00000159,4,45
SL0001189,S00000159,5,35
SL0001190,S00000159,6,50
SL0001191,S00000159,7,50
SL0001192,S00000159,8,50
SL0001193,S00000160,1,50
SL0001194,S00000160,2,45
SL0001195,S00000160,3,45
SL0001196,S00000160,4,50
SL0001197,S00000160,5,30
SL0001198,S00000160,6,20
SL0001199,S00000160,7,35
SL0001200,S00000160,8,20
SL0001201,S00000161,1,30
SL0001202,S00000161,2,45
SL0001203,S00000161,3,35
SL0001204,S00000161,4,45
SL0001205,S00000161,5,50
SL0001206,S00000162,1,30
SL0001207,S00000162,2,20
SL0001208,S00000162,3,20
SL0001209,S00000162,4,35
SL0001210,S00000162,5,45
SL0001211,S00000163,1,50
SL0001212,S00000163,2,20
SL0001213,S00000163,3,45
SL0001214,S00000163,4,30
SL0001215,S00000163,5,30
SL0001216,S00000163,6,30
SL0001217,S00000163,7,30
SL0001218,S00000163,8,35
SL0001219,S00000163,9,45
SL0001220,S00000163,10,30
SL0001221,S00000164,1,50
SL0001222,S00000164,2,30
SL0001223,S00000164,3,35
SL0001224,S00000164,4,30
SL0001225,S00000164,5,45
SL0001226,S00000164,6,20
SL0001227,S00000164,7,30
SL0001228,S00000164,8,45
SL0001229,S00000164,9,35
SL0001230,S00000164,10,30
SL0001231,S00000165,1,35
SL0001232,S00000165,2,45
SL0001233,S00000165,3,30
SL0001234,S00000165,4,20
SL0001235,S00000165,5,50
SL0001236,S00000166,1,45
SL0001237,S00000166,2,20
SL0001238,S00000166,3,35
SL0001239,S00000166,4,20
SL0001240,S00000166,5,50
SL0001241,S00000167,1,30
SL0001242,S00000167,2,35
SL0001243,S00000167,3,35
SL0001244,S00000167,4,35
SL0001245,S00000167,5,50
SL0001246,S00000167,6,45
SL0001247,S00000167,7,35
SL0001248,S00000167,8,45
SL0001249,S00000168,1,35
SL0001250,S00000168,2,35
SL0001251,S00000168,3,50
SL0001252,S00000168,4,45
SL0001253,S00000168,5,20
SL0001254,S00000168,6,30
SL0001255,S00000168,7,35
SL0001256,S00000168,8,50
SL0001257,S00000168,9,50
SL0001258,S00000168,10,20
SL0001259,S00000169,1,30
SL0001260,S00000169,2,20
SL0001261,S00000169,3,45
SL0001262,S00000169,4,30
SL0001263,S00000169,5,45
SL0001264,S00000169,6,50
SL0001265,S00000169,7,30
SL0001266,S00000169,8,35
SL0001267,S00000170,1,20
SL0001268,S00000170,2,50
SL0001269,S00000170,3,50
SL0001270,S00000170,4,45
SL0001271,S00000170,5,30
SL0001272,S00000170,6,45
SL0001273,S00000170,7,20
SL0001274,S00000170,8,35
SL0001275,S00000170,9,45
SL0001276,S00000170,10,30
SL0001277,S00000171,1,50
SL0001278,S00000171,2,45
SL0001279,S00000171,3,35
SL0001280,S00000171,4,30
SL0001281,S00000171,5,50
SL0001282,S00000172,1,50
SL0001283,S00000172,2,45
SL0001284,S00000172,3,35
SL0001285,S00000172,4,20
SL0001286,S00000172,5,50
SL0001287,S00000172,6,45
SL0001288,S00000172,7,20
SL0001289,S00000172,8,50
SL0001290,S00000172,9,20
SL0001291,S00000172,10,50
SL0001292,S00000173,1,20
SL0001293,S00000173,2,35
SL0001294,S00000173,3,50
SL0001295,S00000173,4,50
SL0001296,S00000173,5,30
SL0001297,S00000173,6,20
SL0001298,S00000173,7,35
SL0001299,S00000173,8,50
SL0001300,S00000174,1,45
SL0001301,S00000174,2,30
SL0001302,S00000174,3,20
SL0001303,S00000174,4,30
SL0001304,S00000174,5,35
SL0001305,S00000174,6,50
SL0001306,S00000174,7,45
SL0001307,S00000174,8,20
SL0001308,S00000175,1,20
SL0001309,S00000175,2,30
SL0001310,S00000175,3,30
SL0001311,S00000175,4,35
SL0001312,S00000175,5,35
SL0001313,S00000175,6,30
SL0001314,S00000175,7,50
SL0001315,S00000175,8,50
SL0001316,S00000175,9,30
SL0001317,S00000175,10,45
SL0001318,S00000176,1,30
SL0001319,S00000176,2,35
SL0001320,S00000176,3,45
SL0001321,S00000176,4,50
SL0001322,S00000176,5,50
SL0001323,S00000177,1,45
SL0001324,S00000177,2,50
SL0001325,S00000177,3,30
SL0001326,S00000177,4,30
SL0001327,S00000177,5,50
SL0001328,S00000178,1,20
SL0001329,S00000178,2,30
SL0001330,S00000178,3,45
SL0001331,S00000178,4,20
SL0001332,S00000178,5,20
SL0001333,S00000179,1,35
SL0001334,S00000179,2,20
SL0001335,S00000179,3,35
SL0001336,S00000179,4,20
SL0001337,S00000179,5,35
SL0001338,S00000180,1,30
SL0001339,S00000180,2,35
SL0001340,S00000180,3,30
SL0001341,S00000180,4,20
SL0001342,S00000180,5,45
SL0001343,S00000181,1,30
SL0001344,S00000181,2,30
SL0001345,S00000181,3,45
SL0001346,S00000181,4,30
SL0001347,S00000181,5,35
SL0001348,S00000181,6,30
SL0001349,S00000181,7,20
SL0001350,S00000181,8,35
SL0001351,S00000181,9,35
SL0001352,S00000181,10,45
SL0001353,S00000182,1,30
SL0001354,S00000182,2,30
SL0001355,S00000182,3,35
SL0001356,S00000182,4,50
SL0001357,S00000182,5,20
SL0001358,S00000183,1,50
SL0001359,S00000183,2,45
SL0001360,S00000183,3,35
SL0001361,S00000183,4,20
SL0001362,S00000183,5,35
SL0001363,S00000183,6,45
SL0001364,S00000183,7,30
SL0001365,S00000183,8,45
SL0001366,S00000184,1,50
SL0001367,S00000184,2,35
SL0001368,S00000184,3,45
SL0001369,S00000184,4,50
SL0001370,S00000184,5,45
SL0001371,S00000184,6,35
SL0001372,S00000184,7,30
SL0001373,S00000184,8,20
SL0001374,S00000185,1,45
SL0001375,S00000185,2,50
SL0001376,S00000185,3,30
SL0001377,S00000185,4,20
SL0001378,S00000185,5,50
SL0001379,S00000186,1,45
SL0001380,S00000186,2,30
SL0001381,S00000186,3,45
SL0001382,S00000186,4,30
SL0001383,S00000186,5,45
SL0001384,S00000186,6,20
SL0001385,S00000186,7,35
SL0001386,S00000186,8,20
SL0001387,S00000186,9,35
SL0001388,S00000186,10,20
SL0001389,S00000187,1,50
SL0001390,S00000187,2,30
SL0001391,S00000187,3,45
SL0001392,S00000187,4,20
SL0001393,S00000187,5,20
SL0001394,S00000187,6,35
SL0001395,S00000187,7,50
SL0001396,S00000187,8,45
SL0001397,S00000188,1,30
SL0001398,S00000188,2,45
SL0001399,S00000188,3,35
SL0001400,S00000188,4,50
SL0001401,S00000188,5,20
SL0001402,S00000189,1,35
SL0001403,S00000189,2,30
SL0001404,S00000189,3,35
SL0001405,S00000189,4,20
SL0001406,S00000189,5,50
SL0001407,S00000190,1,45
SL0001408,S00000190,2,50
SL0001409,S00000190,3,50
SL0001410,S00000190,4,35
SL0001411,S00000190,5,50
SL0001412,S00000191,1,30
SL0001413,S00000191,2,35
SL0001414,S00000191,3,45
SL0001415,S00000191,4,45
SL0001416,S00000191,5,35
SL0001417,S00000191,6,30
SL0001418,S00000191,7,35
SL0001419,S00000191,8,30
SL0001420,S00000191,9,45
SL0001421,S00000191,10,30
SL0001422,S00000192,1,20
SL0001423,S00000192,2,30
SL0001424,S00000192,3,50
SL0001425,S00000192,4,30
SL0001426,S00000192,5,20
SL0001427,S00000192,6,45
SL0001428,S00000192,7,45
SL0001429,S00000192,8,30
SL0001430,S00000192,9,45
SL0001431,S00000192,10,45
SL0001432,S00000193,1,45
SL0001433,S00000193,2,30
SL0001434,S00000193,3,30
SL0001435,S00000193,4,30
SL0001436,S00000193,5,20
SL0001437,S00000193,6,50
SL0001438,S00000193,7,20
SL0001439,S00000193,8,45
SL0001440,S00000194,1,45
SL0001441,S00000194,2,35
SL0001442,S00000194,3,45
SL0001443,S00000194,4,35
SL0001444,S00000194,5,50
SL0001445,S00000195,1,45
SL0001446,S00000195,2,50
SL0001447,S00000195,3,30
SL0001448,S00000195,4,50
SL0001449,S00000195,5,35
SL0001450,S00000195,6,20
SL0001451,S00000195,7,30
SL0001452,S00000195,8,35
SL0001453,S00000195,9,50
SL0001454,S00000195,10,20
SL0001455,S00000196,1,35
SL0001456,S00000196,2,50
SL0001457,S00000196,3,20
SL0001458,S00000196,4,30
SL0001459,S00000196,5,20
SL0001460,S00000197,1,45
SL0001461,S00000197,2,50
SL0001462,S00000197,3,35
SL0001463,S00000197,4,45
SL0001464,S00000197,5,30
SL0001465,S00000197,6,50
SL0001466,S00000197,7,35
SL0001467,S00000197,8,50
SL0001468,S00000197,9,20
SL0001469,S00000197,10,50
SL0001470,S00000198,1,35
SL0001471,S00000198,2,50
SL0001472,S00000198,3,20
SL0001473,S00000198,4,35
SL0001474,S00000198,5,45
SL0001475,S00000199,1,45
SL0001476,S00000199,2,50
SL0001477,S00000199,3,20
SL0001478,S00000199,4,35
SL0001479,S00000199,5,45
SL0001480,S00000199,6,50
SL0001481,S00000199,7,30
SL0001482,S00000199,8,30
SL0001483,S00000200,1,50
SL0001484,S00000200,2,45
SL0001485,S00000200,3,30
SL0001486,S00000200,4,50
SL0001487,S00000200,5,35
SL0001488,S00000200,6,30
SL0001489,S00000200,7,20
SL0001490,S00000200,8,20
SL0001491,S00000200,9,45
SL0001492,S00000200,10,20
SL0001493,S00000201,1,45
SL0001494,S00000201,2,20
SL0001495,S00000201,3,45
SL0001496,S00000201,4,20
SL0001497,S00000201,5,35
SL0001498,S00000202,1,35
SL0001499,S00000202,2,20
SL0001500,S00000202,3,30
SL0001501,S00000202,4,20
SL0001502,S00000202,5,50
SL0001503,S00000202,6,35
SL0001504,S00000202,7,35
SL0001505,S00000202,8,20
SL0001506,S00000203,1,45
SL0001507,S00000203,2,35
SL0001508,S00000203,3,50
SL0001509,S00000203,4,35
SL0001510,S00000203,5,45
SL0001511,S00000203,6,45
SL0001512,S00000203,7,30
SL0001513,S00000203,8,20
SL0001514,S00000204,1,20
SL0001515,S00000204,2,50
SL0001516,S00000204,3,50
SL0001517,S00000204,4,30
SL0001518,S00000204,5,45
SL0001519,S00000205,1,50
SL0001520,S00000205,2,45
SL0001521,S00000205,3,45
SL0001522,S00000205,4,30
SL0001523,S00000205,5,50
SL0001524,S00000205,6,50
SL0001525,S00000205,7,35
SL0001526,S00000205,8,20
SL0001527,S00000205,9,45
SL0001528,S00000205,10,20
SL0001529,S00000206,1,35
SL0001530,S00000206,2,30
SL0001531,S00000206,3,45
SL0001532,S00000206,4,30
SL0001533,S00000206,5,20
SL0001534,S00000206,6,50
SL0001535,S00000206,7,20
SL0001536,S00000206,8,50
SL0001537,S00000206,9,35
SL0001538,S00000206,10,35
SL0001539,S00000207,1,45
SL0001540,S00000207,2,50
SL0001541,S00000207,3,45
SL0001542,S00000207,4,50
SL0001543,S00000207,5,45
SL0001544,S00000207,6,35
SL0001545,S00000207,7,35
SL0001546,S00000207,8,35
SL0001547,S00000207,9,50
SL0001548,S00000207,10,45
SL0001549,S00000208,1,20
SL0001550,S00000208,2,35
SL0001551,S00000208,3,20
SL0001552,S00000208,4,45
SL0001553,S00000208,5,20
SL0001554,S00000208,6,35
SL0001555,S00000208,7,30
SL0001556,S00000208,8,35
SL0001557,S00000208,9,45
SL0001558,S00000208,10,35
SL0001559,S00000209,1,20
SL0001560,S00000209,2,20
SL0001561,S00000209,3,35
SL0001562,S00000209,4,35
SL0001563,S00000209,5,45
SL0001564,S00000210,1,30
SL0001565,S00000210,2,45
SL0001566,S00000210,3,50
SL0001567,S00000210,4,20
SL0001568,S00000210,5,20
SL0001569,S00000210,6,30
SL0001570,S00000210,7,50
SL0001571,S00000210,8,20
SL0001572,S00000211,1,20
SL0001573,S00000211,2,35
SL0001574,S00000211,3,20
SL0001575,S00000211,4,45
SL0001576,S00000211,5,20
SL0001577,S00000211,6,35
SL0001578,S00000211,7,35
SL0001579,S00000211,8,50
SL0001580,S00000211,9,50
SL0001581,S00000211,10,50
SL0001582,S00000212,1,35
SL0001583,S00000212,2,30
SL0001584,S00000212,3,30
SL0001585,S00000212,4,50
SL0001586,S00000212,5,20
SL0001587,S00000213,1,50
SL0001588,S00000213,2,30
SL0001589,S00000213,3,45
SL0001590,S00000213,4,20
SL0001591,S00000213,5,20
SL0001592,S00000213,6,35
SL0001593,S00000213,7,50
SL0001594,S00000213,8,35
SL0001595,S00000213,9,20
SL0001596,S00000213,10,45
SL0001597,S00000214,1,50
SL0001598,S00000214,2,30
SL0001599,S00000214,3,45
SL0001600,S00000214,4,45
SL0001601,S00000214,5,35
SL0001602,S00000214,6,45
SL0001603,S00000214,7,45
SL0001604,S00000214,8,50
SL0001605,S00000214,9,35
SL0001606,S00000214,10,50
SL0001607,S00000215,1,35
SL0001608,S00000215,2,30
SL0001609,S00000215,3,30
SL0001610,S00000215,4,50
SL0001611,S00000215,5,50
SL0001612,S00000215,6,20
SL0001613,S00000215,7,50
SL0001614,S00000215,8,30
SL0001615,S00000216,1,30
SL0001616,S00000216,2,35
SL0001617,S00000216,3,35
SL0001618,S00000216,4,35
SL0001619,S00000216,5,45
SL0001620,S00000217,1,35
SL0001621,S00000217,2,30
SL0001622,S00000217,3,35
SL0001623,S00000217,4,35
SL0001624,S00000217,5,35
SL0001625,S00000217,6,45
SL0001626,S00000217,7,45
SL0001627,S00000217,8,35
SL0001628,S00000218,1,20
SL0001629,S00000218,2,50
SL0001630,S00000218,3,45
SL0001631,S00000218,4,50
SL0001632,S00000218,5,20
SL0001633,S00000218,6,20
SL0001634,S00000218,7,20
SL0001635,S00000218,8,50
SL0001636,S00000218,9,50
SL0001637,S00000218,10,20
SL0001638,S00000219,1,20
SL0001639,S00000219,2,45
SL0001640,S00000219,3,45
SL0001641,S00000219,4,20
SL0001642,S00000219,5,50
SL0001643,S00000220,1,50
SL0001644,S00000220,2,50
SL0001645,S00000220,3,30
SL0001646,S00000220,4,20
SL0001647,S00000220,5,50
SL0001648,S00000221,1,30
SL0001649,S00000221,2,50
SL0001650,S00000221,3,45
SL0001651,S00000221,4,45
SL0001652,S00000221,5,30
SL0001653,S00000221,6,30
SL0001654,S00000221,7,20
SL0001655,S00000221,8,45
SL0001656,S00000222,1,45
SL0001657,S00000222,2,50
SL0001658,S00000222,3,35
SL0001659,S00000222,4,35
SL0001660,S00000222,5,30
SL0001661,S00000222,6,20
SL0001662,S00000222,7,35
SL0001663,S00000222,8,35
SL0001664,S00000223,1,20
SL0001665,S00000223,2,20
SL0001666,S00000223,3,35
SL0001667,S00000223,4,35
SL0001668,S00000223,5,20
SL0001669,S00000224,1,45
SL0001670,S00000224,2,35
SL0001671,S00000224,3,35
SL0001672,S00000224,4,35
SL0001673,S00000224,5,45
SL0001674,S00000224,6,35
SL0001675,S00000224,7,30
SL0001676,S00000224,8,30
SL0001677,S00000224,9,50
SL0001678,S00000224,10,45
SL0001679,S00000225,1,30
SL0001680,S00000225,2,20
SL0001681,S00000225,3,30
SL0001682,S00000225,4,45
SL0001683,S00000225,5,35
SL0001684,S00000225,6,20
SL0001685,S00000225,7,30
SL0001686,S00000225,8,45
SL0001687,S00000225,9,30
SL0001688,S00000225,10,20
SL0001689,S00000226,1,45
SL0001690,S00000226,2,35
SL0001691,S00000226,3,45
SL0001692,S00000226,4,30
SL0001693,S00000226,5,35
SL0001694,S00000226,6,45
SL0001695,S00000226,7,30
SL0001696,S00000226,8,50
SL0001697,S00000226,9,45
SL0001698,S00000226,10,45
SL0001699,S00000227,1,30
SL0001700,S00000227,2,30
SL0001701,S00000227,3,35
SL0001702,S00000227,4,35
SL0001703,S00000227,5,30
SL0001704,S00000228,1,50
SL0001705,S00000228,2,30
SL0001706,S00000228,3,30
SL0001707,S00000228,4,45
SL0001708,S00000228,5,35
SL0001709,S00000229,1,45
SL0001710,S00000229,2,35
SL0001711,S00000229,3,30
SL0001712,S00000229,4,50
SL0001713,S00000229,5,35
SL0001714,S00000229,6,45
SL0001715,S00000229,7,35
SL0001716,S00000229,8,35
SL0001717,S00000230,1,50
SL0001718,S00000230,2,35
SL0001719,S00000230,3,35
SL0001720,S00000230,4,35
SL0001721,S00000230,5,50
SL0001722,S00000230,6,45
SL0001723,S00000230,7,20
SL0001724,S00000230,8,45
SL0001725,S00000231,1,45
SL0001726,S00000231,2,45
SL0001727,S00000231,3,20
